,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
10:36___beabadoobee,0.611,0.928,2,-4.543,1,0.0408,0.000945,0.0171,0.0667,0.835,127.998,audio_features,0P4OHmZ7t092na79ElH7F5,spotify:track:0P4OHmZ7t092na79ElH7F5,https://api.spotify.com/v1/tracks/0P4OHmZ7t092na79ElH7F5,https://api.spotify.com/v1/audio-analysis/0P4OHmZ7t092na79ElH7F5,195067,4,Beatopia,2rhNQbqRNxiNQkDXTffe1V
Bad At Letting Go (feat. MUNA)___Leland,0.782,0.713,8,-5.182,0,0.0343,0.0178,9.44E-06,0.176,0.933,125.054,audio_features,1AJx07ntjz0nILoa6M7xEe,spotify:track:1AJx07ntjz0nILoa6M7xEe,https://api.spotify.com/v1/tracks/1AJx07ntjz0nILoa6M7xEe,https://api.spotify.com/v1/audio-analysis/1AJx07ntjz0nILoa6M7xEe,200960,4,Bad At Letting Go (feat. MUNA),06mxBmKzY4C9ILn6aoTFFX
S2 Ep12: Catching up with Shaan Puri___Insanely Chill w/ Cody Ko,0.806,0.4,6,-10.719,0,0.121,0.0146,0.0218,0.181,0.198,110.015,audio_features,7yEA6DCM3qrTWDqFmoWJYa,spotify:track:7yEA6DCM3qrTWDqFmoWJYa,https://api.spotify.com/v1/tracks/7yEA6DCM3qrTWDqFmoWJYa,https://api.spotify.com/v1/audio-analysis/7yEA6DCM3qrTWDqFmoWJYa,163908,4,Big Booty Summer,1fGdsTZXrr2Y2zLoTtaOuY
Home By Now___MUNA,0.653,0.758,2,-5.916,1,0.0995,0.00244,1.63E-05,0.129,0.228,115.998,audio_features,5vYaBqOAT6JpZlAD3gO1AO,spotify:track:5vYaBqOAT6JpZlAD3gO1AO,https://api.spotify.com/v1/tracks/5vYaBqOAT6JpZlAD3gO1AO,https://api.spotify.com/v1/audio-analysis/5vYaBqOAT6JpZlAD3gO1AO,268993,4,MUNA,4ndTvTrNwgUfRw4g1R2B4l
Live From Los Angeles: YouTuber Merch___Violating Community Guidelines with Brittany Broski and Sarah Schauer,0.492,0.542,0,-7.49,1,0.0338,0.704,0,0.088,0.436,138.934,audio_features,52hdzio5hynGS96UqD9A2N,spotify:track:52hdzio5hynGS96UqD9A2N,https://api.spotify.com/v1/tracks/52hdzio5hynGS96UqD9A2N,https://api.spotify.com/v1/audio-analysis/52hdzio5hynGS96UqD9A2N,76267,4,Moonth,6Rdr5k64h09XV1YqwWjhfE
06 Amy made straight girls angry on TikTok___Queerbait,0.905,0.724,9,-5.265,1,0.072,0.0876,0.649,0.0289,0.813,116.004,audio_features,7cYWTFfhMyl3VRBYwuLf9Y,spotify:track:7cYWTFfhMyl3VRBYwuLf9Y,https://api.spotify.com/v1/tracks/7cYWTFfhMyl3VRBYwuLf9Y,https://api.spotify.com/v1/audio-analysis/7cYWTFfhMyl3VRBYwuLf9Y,162443,4,Helen of Memphis,1TMyWyinXybIMbrILOq8iI
Family Tree___Ethel Cain,0.239,0.335,5,-10.154,1,0.0368,0.121,0.0161,0.114,0.0779,95.764,audio_features,5l79pLYX6NwTa6FiT8Eoyo,spotify:track:5l79pLYX6NwTa6FiT8Eoyo,https://api.spotify.com/v1/tracks/5l79pLYX6NwTa6FiT8Eoyo,https://api.spotify.com/v1/audio-analysis/5l79pLYX6NwTa6FiT8Eoyo,430613,4,Preacher’s Daughter,3WmujGwOS0ANHkJRnMH6n8
Sappho___Frankie Cosmos,0.644,0.401,7,-6.782,1,0.0403,0.171,0,0.132,0.459,95.354,audio_features,5DIGt883aHs3KqWSziy4gR,spotify:track:5DIGt883aHs3KqWSziy4gR,https://api.spotify.com/v1/tracks/5DIGt883aHs3KqWSziy4gR,https://api.spotify.com/v1/audio-analysis/5DIGt883aHs3KqWSziy4gR,112879,4,Next Thing,0vhRTvVCv9O5orRMgFjxT1
The Piano Duet___Danny Elfman,0.475,0.0931,2,-20.771,0,0.0532,0.99,0.951,0.0899,0.188,134.217,audio_features,2CPnPnfbCMESaNpBQbeA0X,spotify:track:2CPnPnfbCMESaNpBQbeA0X,https://api.spotify.com/v1/tracks/2CPnPnfbCMESaNpBQbeA0X,https://api.spotify.com/v1/audio-analysis/2CPnPnfbCMESaNpBQbeA0X,113307,4,Tim Burton's Corpse Bride Original Motion Picture Soundtrack (U.S. Release),7EB12gs5cyRcj9TsdZwYEd
I Feel Fine - Remastered 2015___The Beatles,0.564,0.827,7,-7.089,1,0.0283,0.0904,3.73E-06,0.127,0.912,89.847,audio_features,5hhF25sWnZvXhimOHLjTRE,spotify:track:5hhF25sWnZvXhimOHLjTRE,https://api.spotify.com/v1/tracks/5hhF25sWnZvXhimOHLjTRE,https://api.spotify.com/v1/audio-analysis/5hhF25sWnZvXhimOHLjTRE,139347,4,1 (Remastered),7vEJAtP3KgKSpOHVgwm3Eh
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)___Taylor Swift,0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,audio_features,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/tracks/01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/audio-analysis/01K4zKU104LyJ8gMb7227B,258813,4,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
"4 Lyric Pieces, Op. 74: No. 2 Sanfter Westwind (Gentle West Wind)___Jean Sibelius",0.277,0.05,6,-27.614,1,0.0396,0.991,0.925,0.134,0.0396,78.19,audio_features,4JPUaJ6vn7bI6hCkOoZ7sh,spotify:track:4JPUaJ6vn7bI6hCkOoZ7sh,https://api.spotify.com/v1/tracks/4JPUaJ6vn7bI6hCkOoZ7sh,https://api.spotify.com/v1/audio-analysis/4JPUaJ6vn7bI6hCkOoZ7sh,116627,3,"Sibelius: Piano Music, Vol. 4",5ua9CNv1DptXlzsA0nYMJ2
think i like u___Blake Proehl,0.597,0.801,11,-5.196,1,0.0343,0.113,1.16E-06,0.106,0.54,158.016,audio_features,46IKVwhtOaOuNjLioHy0AF,spotify:track:46IKVwhtOaOuNjLioHy0AF,https://api.spotify.com/v1/tracks/46IKVwhtOaOuNjLioHy0AF,https://api.spotify.com/v1/audio-analysis/46IKVwhtOaOuNjLioHy0AF,181039,4,think i like u,3exUvIpr3CPt6zutIptBQ3
Horses___Maggie Rogers,0.614,0.617,8,-4.23,1,0.0295,0.641,0.000178,0.0648,0.15,105.933,audio_features,1cncEDS6zwXOguyaMGp6vU,spotify:track:1cncEDS6zwXOguyaMGp6vU,https://api.spotify.com/v1/tracks/1cncEDS6zwXOguyaMGp6vU,https://api.spotify.com/v1/audio-analysis/1cncEDS6zwXOguyaMGp6vU,305000,4,Surrender,2VeOtQQAJxR8VyvmoXqIbI
Little Lies - 2017 Remaster___Fleetwood Mac,0.64,0.649,2,-10.345,1,0.0264,0.216,8.30E-05,0.0551,0.865,124.825,audio_features,4CoSCPlKNrWli7E5kFtbcl,spotify:track:4CoSCPlKNrWli7E5kFtbcl,https://api.spotify.com/v1/tracks/4CoSCPlKNrWli7E5kFtbcl,https://api.spotify.com/v1/audio-analysis/4CoSCPlKNrWli7E5kFtbcl,221053,4,Tango In the Night (Deluxe Edition),4AsXQ17Arq1cUVoa9dKJ3F
OK - with Remi Wolf & Solomonophonic___Wallows,0.652,0.855,10,-4.401,1,0.0434,0.297,0,0.208,0.8,144.978,audio_features,2LqczHHyVkIN9WlaQyFG1R,spotify:track:2LqczHHyVkIN9WlaQyFG1R,https://api.spotify.com/v1/tracks/2LqczHHyVkIN9WlaQyFG1R,https://api.spotify.com/v1/audio-analysis/2LqczHHyVkIN9WlaQyFG1R,162207,4,OK (with Remi Wolf & Solomonophonic),0MsM0ZsU68EiOBrwtt0Lbz
Ain't Equal___Megan Thee Stallion,0.848,0.847,8,-4.382,1,0.194,0.0497,0,0.118,0.447,100.022,audio_features,29HQG5FmpUH5nWwHDF163B,spotify:track:29HQG5FmpUH5nWwHDF163B,https://api.spotify.com/v1/tracks/29HQG5FmpUH5nWwHDF163B,https://api.spotify.com/v1/audio-analysis/29HQG5FmpUH5nWwHDF163B,144047,4,Suga,6Lo6ylJg4qbFfxicPEOzMI
Rich Spirit___Kendrick Lamar,0.852,0.421,10,-9.153,0,0.208,0.428,2.28E-06,0.106,0.457,95.977,audio_features,1QPreu0BNOrUfEb8HTd2qG,spotify:track:1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/tracks/1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/audio-analysis/1QPreu0BNOrUfEb8HTd2qG,202285,4,Mr. Morale & The Big Steppers,79ONNoS4M9tfIA1mYLBYVX
18: Men Are Sick___Are We Still Friends?,0.832,0.716,6,-4.189,0,0.065,0.0193,0,0.0649,0.972,126.012,audio_features,5HowZ78xbb1KqmjWxCDxjd,spotify:track:5HowZ78xbb1KqmjWxCDxjd,https://api.spotify.com/v1/tracks/5HowZ78xbb1KqmjWxCDxjd,https://api.spotify.com/v1/audio-analysis/5HowZ78xbb1KqmjWxCDxjd,161905,4,Men Are Trash,4SRTGFaW4u6ZbXGVw4Dko2
#390 - The TikTok Drama Is REAL!___The Basement Yard,0.708,0.358,11,-9.815,1,0.0563,0.157,0,0.109,0.118,122.021,audio_features,0XO2hckt5aHvvwH7FFdVYF,spotify:track:0XO2hckt5aHvvwH7FFdVYF,https://api.spotify.com/v1/tracks/0XO2hckt5aHvvwH7FFdVYF,https://api.spotify.com/v1/audio-analysis/0XO2hckt5aHvvwH7FFdVYF,251860,4,Exis,6EfvX1lLPABeA3hMjcFuWr
Honeymoon Fades___Sabrina Carpenter,0.503,0.516,5,-7.545,0,0.212,0.427,5.86E-05,0.115,0.353,114.679,audio_features,2o2R6ghiVJfAqEXnlmOihz,spotify:track:2o2R6ghiVJfAqEXnlmOihz,https://api.spotify.com/v1/tracks/2o2R6ghiVJfAqEXnlmOihz,https://api.spotify.com/v1/audio-analysis/2o2R6ghiVJfAqEXnlmOihz,195162,5,Honeymoon Fades,1Jur7yH65lqd3d4IH66uEf
Andromeda___Weyes Blood,0.467,0.461,1,-7.94,0,0.0274,0.368,0.00115,0.358,0.188,131.325,audio_features,51EMSRpNm9Rg5rGViVCczv,spotify:track:51EMSRpNm9Rg5rGViVCczv,https://api.spotify.com/v1/tracks/51EMSRpNm9Rg5rGViVCczv,https://api.spotify.com/v1/audio-analysis/51EMSRpNm9Rg5rGViVCczv,280187,4,Titanic Rising,0Cuqhgy8vm96JEkBY3polk
Back To You___THE DRIVER ERA,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26E-06,0.11,0.494,102.036,audio_features,514rhnksEwHUh6LxXsQ4Y9,spotify:track:514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/tracks/514rhnksEwHUh6LxXsQ4Y9,https://api.spotify.com/v1/audio-analysis/514rhnksEwHUh6LxXsQ4Y9,210240,4,13 Reasons Why (Season 2),4RpgjxgSxcRwGNuWnImneN
Megan Monday Freestyle___Megan Thee Stallion,0.884,0.615,11,-5.352,1,0.194,0.00527,0,0.271,0.411,152.052,audio_features,0jyOHNhaRUBeFG0U7wNLMp,spotify:track:0jyOHNhaRUBeFG0U7wNLMp,https://api.spotify.com/v1/tracks/0jyOHNhaRUBeFG0U7wNLMp,https://api.spotify.com/v1/audio-analysis/0jyOHNhaRUBeFG0U7wNLMp,113684,4,Something for Thee Hotties,6B26OzQRObxAp1tbf8jeTq
It's A Wrap - Sped Up___Mariah Carey,0.86,0.561,9,-3.234,1,0.0478,0.255,0,0.122,0.771,99.158,audio_features,4Py8h4C5kdNmH74gDzZoeI,spotify:track:4Py8h4C5kdNmH74gDzZoeI,https://api.spotify.com/v1/tracks/4Py8h4C5kdNmH74gDzZoeI,https://api.spotify.com/v1/audio-analysis/4Py8h4C5kdNmH74gDzZoeI,164667,3,It's A Wrap,2qsPqj28ZqwQDXLTQsAOsY
Nunchucks___Doja Cat,0.692,0.609,4,-8.569,0,0.0839,0.595,0.151,0.109,0.552,118.05,audio_features,7mKLeYLFcRT9ZZXioSohIT,spotify:track:7mKLeYLFcRT9ZZXioSohIT,https://api.spotify.com/v1/tracks/7mKLeYLFcRT9ZZXioSohIT,https://api.spotify.com/v1/audio-analysis/7mKLeYLFcRT9ZZXioSohIT,195427,4,Purrr!,6qLRpElUtErtN1VJa8tS5Y
In Your Eyes (with Doja Cat) - Remix___The Weeknd,0.679,0.731,7,-5.522,0,0.0319,0.00518,0.000127,0.0614,0.727,99.984,audio_features,0UnTaVkntyh3vqvLEvbpQx,spotify:track:0UnTaVkntyh3vqvLEvbpQx,https://api.spotify.com/v1/tracks/0UnTaVkntyh3vqvLEvbpQx,https://api.spotify.com/v1/audio-analysis/0UnTaVkntyh3vqvLEvbpQx,237912,4,In Your Eyes (Remix),0Jh3A8NAbc9eFpdUfhDedt
Beat It___Michael Jackson,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92E-06,0.197,0.918,138.827,audio_features,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj,258040,4,Thriller 25 Super Deluxe Edition,1C2h7mLntPSeVYciMRTF4a
Down the Line___Beach Fossils,0.615,0.743,7,-6.569,1,0.041,0.237,0.00431,0.148,0.528,162.22,audio_features,05ZUxHiGT7VR6ShJjhwJxn,spotify:track:05ZUxHiGT7VR6ShJjhwJxn,https://api.spotify.com/v1/tracks/05ZUxHiGT7VR6ShJjhwJxn,https://api.spotify.com/v1/audio-analysis/05ZUxHiGT7VR6ShJjhwJxn,158474,4,Somersault,2d7uieZPQtrUi5AQXwdsYV
WAIT FOR U (feat. Drake & Tems)___Future,0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,audio_features,59nOXPmaKlBfGMDeOVGrIK,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893,4,I NEVER LIKED YOU,6tE9Dnp2zInFij4jKssysL
Grow___Conan Gray,0.476,0.411,11,-7.731,1,0.0264,0.0176,0.0464,0.0856,0.264,89.307,audio_features,5zMxLq47V3Gr0LlFvxiFXS,spotify:track:5zMxLq47V3Gr0LlFvxiFXS,https://api.spotify.com/v1/tracks/5zMxLq47V3Gr0LlFvxiFXS,https://api.spotify.com/v1/audio-analysis/5zMxLq47V3Gr0LlFvxiFXS,212093,4,Waiting to Spill,2Gb2plO2TkNRIgoCuJGm7C
Running Up Freestyle___Megan Thee Stallion,0.917,0.897,10,-2.297,0,0.119,0.00825,0,0.239,0.31,92.975,audio_features,1YU0fHUCpUyxkWqxx9ivHK,spotify:track:1YU0fHUCpUyxkWqxx9ivHK,https://api.spotify.com/v1/tracks/1YU0fHUCpUyxkWqxx9ivHK,https://api.spotify.com/v1/audio-analysis/1YU0fHUCpUyxkWqxx9ivHK,124803,4,Fever,5WLquTz7nUnsHCj80b6wci
Sorry if I Hurt You___Charli XCX,0.556,0.826,11,-4.669,0,0.0356,0.0293,0,0.236,0.0718,127.968,audio_features,2qbgcxEMIZgyHAySxxHywc,spotify:track:2qbgcxEMIZgyHAySxxHywc,https://api.spotify.com/v1/tracks/2qbgcxEMIZgyHAySxxHywc,https://api.spotify.com/v1/audio-analysis/2qbgcxEMIZgyHAySxxHywc,161493,4,CRASH (Deluxe),3lb7EyEcWhZOK0SpZ2dNpn
LLYLM___ROSALÍA,0.555,0.634,6,-5.522,0,0.273,0.129,2.32E-06,0.188,0.555,170.228,audio_features,2SiAcexM2p1yX6joESbehd,spotify:track:2SiAcexM2p1yX6joESbehd,https://api.spotify.com/v1/tracks/2SiAcexM2p1yX6joESbehd,https://api.spotify.com/v1/audio-analysis/2SiAcexM2p1yX6joESbehd,174045,4,LLYLM,44mKxp7RB6x5O19VWqEXEm
Muddy Feet (feat. Sia)___Miley Cyrus,0.548,0.779,7,-4.737,1,0.109,0.076,0.000494,0.19,0.524,172.083,audio_features,1S1WWTuydW6zljNeHOpZXe,spotify:track:1S1WWTuydW6zljNeHOpZXe,https://api.spotify.com/v1/tracks/1S1WWTuydW6zljNeHOpZXe,https://api.spotify.com/v1/audio-analysis/1S1WWTuydW6zljNeHOpZXe,136947,4,Endless Summer Vacation,0HiZ8fNXwJOQcrf5iflrdz
Iam The Stripclub___Iggy Azalea,0.943,0.689,1,-6.043,1,0.0541,0.0199,0,0.112,0.49,126.008,audio_features,3uSm6OBa9WGGqDBdCB3Gbt,spotify:track:3uSm6OBa9WGGqDBdCB3Gbt,https://api.spotify.com/v1/tracks/3uSm6OBa9WGGqDBdCB3Gbt,https://api.spotify.com/v1/audio-analysis/3uSm6OBa9WGGqDBdCB3Gbt,168602,4,The End of an Era,7lpONbbHTKDFk5nDpOgdFD
Love's Easy Tears___Cocteau Twins,0.242,0.468,4,-8.831,0,0.0396,6.56E-06,0.121,0.0963,0.333,57.246,audio_features,06lANeCuUI8RYCi418qldQ,spotify:track:06lANeCuUI8RYCi418qldQ,https://api.spotify.com/v1/tracks/06lANeCuUI8RYCi418qldQ,https://api.spotify.com/v1/audio-analysis/06lANeCuUI8RYCi418qldQ,215520,4,Love's Easy Tears,03AUZkqlmxkgW6FxGGZalF
Feliz Navidad___José Feliciano,0.513,0.831,2,-9.004,1,0.0383,0.55,0,0.336,0.963,148.837,audio_features,0oPdaY4dXtc3ZsaG17V972,spotify:track:0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/tracks/0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/audio-analysis/0oPdaY4dXtc3ZsaG17V972,182067,4,Feliz Navidad,3No96PtEFyRfX1oELmZTPu
Paradise___Bazzi,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,audio_features,0Rx0DJI556Ix5gBny6EWmn,spotify:track:0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/tracks/0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/audio-analysis/0Rx0DJI556Ix5gBny6EWmn,169038,4,Soul Searching,4ZKdRW0AH9sxV09NmWsTkW
A Dream With a Baseball Player___Faye Webster,0.617,0.371,1,-10.364,1,0.0356,0.488,0.00582,0.069,0.588,139.931,audio_features,7hNPcyHhNYLCtTFa5bxvX1,spotify:track:7hNPcyHhNYLCtTFa5bxvX1,https://api.spotify.com/v1/tracks/7hNPcyHhNYLCtTFa5bxvX1,https://api.spotify.com/v1/audio-analysis/7hNPcyHhNYLCtTFa5bxvX1,221187,4,I Know I'm Funny haha,424bxvpYyNDM2DFFibeKs0
Killing Me___COIN,0.673,0.726,1,-6.623,1,0.0362,0.00847,0.0039,0.164,0.315,122.001,audio_features,4rXfbIpiDnGxZYIflm8LSQ,spotify:track:4rXfbIpiDnGxZYIflm8LSQ,https://api.spotify.com/v1/tracks/4rXfbIpiDnGxZYIflm8LSQ,https://api.spotify.com/v1/audio-analysis/4rXfbIpiDnGxZYIflm8LSQ,165774,4,Uncanny Valley,0Ysl8PFnCzqyvjbAhaCMvf
HUES___Dreamer Boy,0.665,0.436,6,-7.973,0,0.0309,0.0829,0.000244,0.466,0.615,83.93,audio_features,1CbjLm3Q4jFALQGFc3TVgC,spotify:track:1CbjLm3Q4jFALQGFc3TVgC,https://api.spotify.com/v1/tracks/1CbjLm3Q4jFALQGFc3TVgC,https://api.spotify.com/v1/audio-analysis/1CbjLm3Q4jFALQGFc3TVgC,164558,4,HUES,4AD173y27znvHf5FYTlEWS
Many Times___Dijon,0.753,0.868,7,-2.318,1,0.097,0.173,0,0.268,0.709,130.081,audio_features,63EUqnpcphhZh8SbXagArw,spotify:track:63EUqnpcphhZh8SbXagArw,https://api.spotify.com/v1/tracks/63EUqnpcphhZh8SbXagArw,https://api.spotify.com/v1/audio-analysis/63EUqnpcphhZh8SbXagArw,126906,4,Absolutely,4E691gbRgo2Zb6ToII2DWO
Joy N' Pain - Re-Record___Rob Base,0.63,0.76,10,-9.293,0,0.336,0.00102,7.79E-06,0.0787,0.755,104.861,audio_features,55Wv97M6LgMMhluPC0wwmx,spotify:track:55Wv97M6LgMMhluPC0wwmx,https://api.spotify.com/v1/tracks/55Wv97M6LgMMhluPC0wwmx,https://api.spotify.com/v1/audio-analysis/55Wv97M6LgMMhluPC0wwmx,230227,4,The Greatest Hip-Hop Songs Vol. 1,3wjy8LUcGOdMOZSnC1t7js
END CREDITS!___JPEGMAFIA,0.498,0.942,8,-2.535,1,0.056,0.0108,0,0.269,0.224,111.916,audio_features,5CPC6pA58SIDKwyje76vBR,spotify:track:5CPC6pA58SIDKwyje76vBR,https://api.spotify.com/v1/tracks/5CPC6pA58SIDKwyje76vBR,https://api.spotify.com/v1/audio-analysis/5CPC6pA58SIDKwyje76vBR,115045,4,LP!,4inXqcdjG79gV4m2mU8dQh
Credits!___Dijon,0.757,0.732,4,-4.302,1,0.0364,0.559,0.229,0.0783,0.96,129.023,audio_features,6oFrt8H5YSzooxiABbgqoU,spotify:track:6oFrt8H5YSzooxiABbgqoU,https://api.spotify.com/v1/tracks/6oFrt8H5YSzooxiABbgqoU,https://api.spotify.com/v1/audio-analysis/6oFrt8H5YSzooxiABbgqoU,72384,4,Absolutely,4E691gbRgo2Zb6ToII2DWO
"51: Matty Healy Sucked Your Finger, WYD?___Brooke and Connor Make A Podcast",0.674,0.805,11,-5.591,0,0.0373,0.101,1.32E-05,0.0409,0.594,112.006,audio_features,20Do7D6tZkclXfNBa9z45X,spotify:track:20Do7D6tZkclXfNBa9z45X,https://api.spotify.com/v1/tracks/20Do7D6tZkclXfNBa9z45X,https://api.spotify.com/v1/audio-analysis/20Do7D6tZkclXfNBa9z45X,150840,4,Matty Healy,6dBjAT41RnXZcYvdU4NpGI
Fog as a Bullet___The Marías,0.625,0.149,6,-16.051,1,0.0296,0.913,0.06,0.185,0.193,105.062,audio_features,4raL05JS5aNmXwClc2ATA8,spotify:track:4raL05JS5aNmXwClc2ATA8,https://api.spotify.com/v1/tracks/4raL05JS5aNmXwClc2ATA8,https://api.spotify.com/v1/audio-analysis/4raL05JS5aNmXwClc2ATA8,177013,3,CINEMA,5TkaDC4mYSLBvdG6UrIB0v
Mystery Lady___Masego,0.747,0.494,3,-7.957,0,0.141,0.393,0,0.0982,0.624,76.006,audio_features,0bkTdkWwGk3OGFX0afD3Wj,spotify:track:0bkTdkWwGk3OGFX0afD3Wj,https://api.spotify.com/v1/tracks/0bkTdkWwGk3OGFX0afD3Wj,https://api.spotify.com/v1/audio-analysis/0bkTdkWwGk3OGFX0afD3Wj,228453,4,Studying Abroad: Extended Stay,1S0yIZRDiFmqCQyTIEV175
Lavender Haze___Taylor Swift,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,audio_features,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,202396,4,Midnights,151w1FgRZfnKZA9FEcg9Z3
"jealousy, jealousy___Olivia Rodrigo",0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,audio_features,0MMyJUC3WNnFS1lit5pTjk,spotify:track:0MMyJUC3WNnFS1lit5pTjk,https://api.spotify.com/v1/tracks/0MMyJUC3WNnFS1lit5pTjk,https://api.spotify.com/v1/audio-analysis/0MMyJUC3WNnFS1lit5pTjk,173160,4,SOUR,6s84u2TUpR3wdUv4NgKA2j
I Wish you Roses___Kali Uchis,0.452,0.589,10,-8.371,0,0.0458,0.18,0.00048,0.139,0.315,141.692,audio_features,35SbrfbaSpGUBX7e5BPega,spotify:track:35SbrfbaSpGUBX7e5BPega,https://api.spotify.com/v1/tracks/35SbrfbaSpGUBX7e5BPega,https://api.spotify.com/v1/audio-analysis/35SbrfbaSpGUBX7e5BPega,219955,4,Red Moon In Venus,5OZ44LaqZbpP3m9B3oT8br
Thick Skull___Paramore,0.449,0.361,1,-10.963,0,0.036,0.281,0.00503,0.118,0.17,145.295,audio_features,0M2SX26YicKMOAxqtWGPUh,spotify:track:0M2SX26YicKMOAxqtWGPUh,https://api.spotify.com/v1/tracks/0M2SX26YicKMOAxqtWGPUh,https://api.spotify.com/v1/audio-analysis/0M2SX26YicKMOAxqtWGPUh,232998,4,This Is Why,6tG8sCK4htJOLjlWwb7gZB
Budgets & Costs (Of Our Home Renovation)___With My Own Two Hands w/ XO MaCenna,0.367,0.568,0,-10.437,0,0.0599,0.00215,0.000499,0.113,0.04,165.631,audio_features,791BLODrsnQSG0p5XksA7s,spotify:track:791BLODrsnQSG0p5XksA7s,https://api.spotify.com/v1/tracks/791BLODrsnQSG0p5XksA7s,https://api.spotify.com/v1/audio-analysis/791BLODrsnQSG0p5XksA7s,185684,4,Nothing Special,6yv4KoNjfmpLeKedvWei6q
When He's Done___Tei Shi,0.262,0.474,10,-7.424,1,0.0298,0.232,7.71E-05,0.114,0.147,59.517,audio_features,0nwPYUL031VEfHR0DrYvcR,spotify:track:0nwPYUL031VEfHR0DrYvcR,https://api.spotify.com/v1/tracks/0nwPYUL031VEfHR0DrYvcR,https://api.spotify.com/v1/audio-analysis/0nwPYUL031VEfHR0DrYvcR,278333,4,La Linda,36BV0UIqHyq9RG7a2Q0x0K
By Myself___Maya Hawke,0.727,0.32,10,-14.811,0,0.0336,0.785,0.336,0.0774,0.365,121.911,audio_features,4EdnUHwTb9UHXZ1o3KsaQY,spotify:track:4EdnUHwTb9UHXZ1o3KsaQY,https://api.spotify.com/v1/tracks/4EdnUHwTb9UHXZ1o3KsaQY,https://api.spotify.com/v1/audio-analysis/4EdnUHwTb9UHXZ1o3KsaQY,146107,4,Blush,3Kpqx77PK6ZknzI5hXIvvn
SLOW DANCING IN THE DARK___Joji,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4,BALLADS 1,34GQP3dILpyCN018y2k61L
I Bet You Look Good On The Dancefloor___Arctic Monkeys,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,audio_features,29EkMZmUNz1WsuzaMtVo1i,spotify:track:29EkMZmUNz1WsuzaMtVo1i,https://api.spotify.com/v1/tracks/29EkMZmUNz1WsuzaMtVo1i,https://api.spotify.com/v1/audio-analysis/29EkMZmUNz1WsuzaMtVo1i,173680,4,"Whatever People Say I Am, That's What I'm Not",0ndGMh4twJNzPpr5XtHTR2
TLG___Coco & Clair Clair,0.744,0.764,8,-8.779,1,0.199,0.19,0,0.19,0.514,124.01,audio_features,3nAT8VHqwh2mooBDMvOMlN,spotify:track:3nAT8VHqwh2mooBDMvOMlN,https://api.spotify.com/v1/tracks/3nAT8VHqwh2mooBDMvOMlN,https://api.spotify.com/v1/audio-analysis/3nAT8VHqwh2mooBDMvOMlN,146625,4,Treat Like Gold,325NmwyzuRwfbptPawOsUK
